plot_id,date_dir,trial_dir,file_path,date,sample_id
23,Sampling_08_02_2023,Garden_Plots,Garden_Plots\Sampling_08_02_2023\23\23.las,08_02_2023,gp_23_08_02_2023
1,Sampling_08_12_2023,Garden_Plots,Garden_Plots\Sampling_08_12_2023\01\01.las,08_12_2023,gp_01_08_12_2023
3,Sampling_08_12_2023,Garden_Plots,Garden_Plots\Sampling_08_12_2023\03\03.las,08_12_2023,gp_03_08_12_2023
4,Sampling_08_12_2023,Garden_Plots,Garden_Plots\Sampling_08_12_2023\04\04.las,08_12_2023,gp_04_08_12_2023
5,Sampling_08_12_2023,Garden_Plots,Garden_Plots\Sampling_08_12_2023\05\05.las,08_12_2023,gp_05_08_12_2023
6,Sampling_08_12_2023,Garden_Plots,Garden_Plots\Sampling_08_12_2023\06\06.las,08_12_2023,gp_06_08_12_2023
10,Sampling_08_12_2023,Garden_Plots,Garden_Plots\Sampling_08_12_2023\10\10.las,08_12_2023,gp_10_08_12_2023
11,Sampling_08_12_2023,Garden_Plots,Garden_Plots\Sampling_08_12_2023\11\11.las,08_12_2023,gp_11_08_12_2023
16,Sampling_08_12_2023,Garden_Plots,Garden_Plots\Sampling_08_12_2023\16\16.las,08_12_2023,gp_16_08_12_2023
19,Sampling_08_12_2023,Garden_Plots,Garden_Plots\Sampling_08_12_2023\19\19.las,08_12_2023,gp_19_08_12_2023
20,Sampling_08_12_2023,Garden_Plots,Garden_Plots\Sampling_08_12_2023\20\20.las,08_12_2023,gp_20_08_12_2023
23,Sampling_08_12_2023,Garden_Plots,Garden_Plots\Sampling_08_12_2023\23\23.las,08_12_2023,gp_23_08_12_2023
1,Sampling_08_25_2023,Garden_Plots,Garden_Plots\Sampling_08_25_2023\01\01.las,08_25_2023,gp_01_08_25_2023
3,Sampling_08_25_2023,Garden_Plots,Garden_Plots\Sampling_08_25_2023\03\03.las,08_25_2023,gp_03_08_25_2023
4,Sampling_08_25_2023,Garden_Plots,Garden_Plots\Sampling_08_25_2023\04\04.las,08_25_2023,gp_04_08_25_2023
5,Sampling_08_25_2023,Garden_Plots,Garden_Plots\Sampling_08_25_2023\05\05.las,08_25_2023,gp_05_08_25_2023
6,Sampling_08_25_2023,Garden_Plots,Garden_Plots\Sampling_08_25_2023\06\06.las,08_25_2023,gp_06_08_25_2023
10,Sampling_08_25_2023,Garden_Plots,Garden_Plots\Sampling_08_25_2023\10\10.las,08_25_2023,gp_10_08_25_2023
11,Sampling_08_25_2023,Garden_Plots,Garden_Plots\Sampling_08_25_2023\11\11.las,08_25_2023,gp_11_08_25_2023
16,Sampling_08_25_2023,Garden_Plots,Garden_Plots\Sampling_08_25_2023\16\16.las,08_25_2023,gp_16_08_25_2023
19,Sampling_08_25_2023,Garden_Plots,Garden_Plots\Sampling_08_25_2023\19\19.las,08_25_2023,gp_19_08_25_2023
20,Sampling_08_25_2023,Garden_Plots,Garden_Plots\Sampling_08_25_2023\20\20.las,08_25_2023,gp_20_08_25_2023
23,Sampling_08_25_2023,Garden_Plots,Garden_Plots\Sampling_08_25_2023\23\23.las,08_25_2023,gp_23_08_25_2023
5,Sampling_09_01_2023,Garden_Plots,Garden_Plots\Sampling_09_01_2023\05\05.las,09_01_2023,gp_05_09_01_2023
6,Sampling_09_01_2023,Garden_Plots,Garden_Plots\Sampling_09_01_2023\06\06.las,09_01_2023,gp_06_09_01_2023
19,Sampling_09_01_2023,Garden_Plots,Garden_Plots\Sampling_09_01_2023\19\19.las,09_01_2023,gp_19_09_01_2023
1,Sampling_09_07_2023,Garden_Plots,Garden_Plots\Sampling_09_07_2023\01\01.las,09_07_2023,gp_01_09_07_2023
3,Sampling_09_07_2023,Garden_Plots,Garden_Plots\Sampling_09_07_2023\03\03.las,09_07_2023,gp_03_09_07_2023
4,Sampling_09_07_2023,Garden_Plots,Garden_Plots\Sampling_09_07_2023\04\04.las,09_07_2023,gp_04_09_07_2023
10,Sampling_09_07_2023,Garden_Plots,Garden_Plots\Sampling_09_07_2023\10\10.las,09_07_2023,gp_10_09_07_2023
11,Sampling_09_07_2023,Garden_Plots,Garden_Plots\Sampling_09_07_2023\11\11.las,09_07_2023,gp_11_09_07_2023
16,Sampling_09_07_2023,Garden_Plots,Garden_Plots\Sampling_09_07_2023\16\16.las,09_07_2023,gp_16_09_07_2023
20,Sampling_09_07_2023,Garden_Plots,Garden_Plots\Sampling_09_07_2023\20\20.las,09_07_2023,gp_20_09_07_2023
23,Sampling_09_07_2023,Garden_Plots,Garden_Plots\Sampling_09_07_2023\23\23.las,09_07_2023,gp_23_09_07_2023
10,Sampling_09_14_2023,Garden_Plots,Garden_Plots\Sampling_09_14_2023\10\10.las,09_14_2023,gp_10_09_14_2023
11,Sampling_09_14_2023,Garden_Plots,Garden_Plots\Sampling_09_14_2023\11\11.las,09_14_2023,gp_11_09_14_2023
1,Sampling_09_20_2023,Garden_Plots,Garden_Plots\Sampling_09_20_2023\01\01.las,09_20_2023,gp_01_09_20_2023
3,Sampling_09_20_2023,Garden_Plots,Garden_Plots\Sampling_09_20_2023\03\03.las,09_20_2023,gp_03_09_20_2023
4,Sampling_09_20_2023,Garden_Plots,Garden_Plots\Sampling_09_20_2023\04\04.las,09_20_2023,gp_04_09_20_2023
16,Sampling_09_20_2023,Garden_Plots,Garden_Plots\Sampling_09_20_2023\16\16.las,09_20_2023,gp_16_09_20_2023
20,Sampling_09_20_2023,Garden_Plots,Garden_Plots\Sampling_09_20_2023\20\20.las,09_20_2023,gp_20_09_20_2023
23,Sampling_09_20_2023,Garden_Plots,Garden_Plots\Sampling_09_20_2023\23\23.las,09_20_2023,gp_23_09_20_2023
20,Sampling_10_02_2023,Garden_Plots,Garden_Plots\Sampling_10_02_2023\20\20.las,10_02_2023,gp_20_10_02_2023
1,Sampling_10_04_2023,Garden_Plots,Garden_Plots\Sampling_10_04_2023\01\01.las,10_04_2023,gp_01_10_04_2023
3,Sampling_10_04_2023,Garden_Plots,Garden_Plots\Sampling_10_04_2023\03\03.las,10_04_2023,gp_03_10_04_2023
4,Sampling_10_04_2023,Garden_Plots,Garden_Plots\Sampling_10_04_2023\04\04.las,10_04_2023,gp_04_10_04_2023
16,Sampling_10_04_2023,Garden_Plots,Garden_Plots\Sampling_10_04_2023\16\16.las,10_04_2023,gp_16_10_04_2023
R1C4,Sampling_06_22_2023,Pepper_Variety_Trial,Pepper_Variety_Trial\Sampling_06_22_2023\R1C4\R1C4.las,06_22_2023,pv_R1C4_06_22_2023
R1C41,Sampling_06_22_2023,Pepper_Variety_Trial,Pepper_Variety_Trial\Sampling_06_22_2023\R1C41\R1C41.las,06_22_2023,pv_R1C41_06_22_2023
R1C42,Sampling_06_22_2023,Pepper_Variety_Trial,Pepper_Variety_Trial\Sampling_06_22_2023\R1C42\R1C42.las,06_22_2023,pv_R1C42_06_22_2023
R1C43,Sampling_06_22_2023,Pepper_Variety_Trial,Pepper_Variety_Trial\Sampling_06_22_2023\R1C43\R1C43.las,06_22_2023,pv_R1C43_06_22_2023
R1C44,Sampling_06_22_2023,Pepper_Variety_Trial,Pepper_Variety_Trial\Sampling_06_22_2023\R1C44\R1C44.las,06_22_2023,pv_R1C44_06_22_2023
R1C45,Sampling_06_22_2023,Pepper_Variety_Trial,Pepper_Variety_Trial\Sampling_06_22_2023\R1C45\R1C45.las,06_22_2023,pv_R1C45_06_22_2023
R1C7,Sampling_06_22_2023,Pepper_Variety_Trial,Pepper_Variety_Trial\Sampling_06_22_2023\R1C7\R1C7.las,06_22_2023,pv_R1C7_06_22_2023
R1C71,Sampling_06_22_2023,Pepper_Variety_Trial,Pepper_Variety_Trial\Sampling_06_22_2023\R1C71\R1C71.las,06_22_2023,pv_R1C71_06_22_2023
R1C72,Sampling_06_22_2023,Pepper_Variety_Trial,Pepper_Variety_Trial\Sampling_06_22_2023\R1C72\R1C72.las,06_22_2023,pv_R1C72_06_22_2023
R1C73,Sampling_06_22_2023,Pepper_Variety_Trial,Pepper_Variety_Trial\Sampling_06_22_2023\R1C73\R1C73.las,06_22_2023,pv_R1C73_06_22_2023
R1C74,Sampling_06_22_2023,Pepper_Variety_Trial,Pepper_Variety_Trial\Sampling_06_22_2023\R1C74\R1C74.las,06_22_2023,pv_R1C74_06_22_2023
R1C75,Sampling_06_22_2023,Pepper_Variety_Trial,Pepper_Variety_Trial\Sampling_06_22_2023\R1C75\R1C75.las,06_22_2023,pv_R1C75_06_22_2023
R2C4,Sampling_06_22_2023,Pepper_Variety_Trial,Pepper_Variety_Trial\Sampling_06_22_2023\R2C4\R2C4.las,06_22_2023,pv_R2C4_06_22_2023
R2C41,Sampling_06_22_2023,Pepper_Variety_Trial,Pepper_Variety_Trial\Sampling_06_22_2023\R2C41\R2C41.las,06_22_2023,pv_R2C41_06_22_2023
R2C42,Sampling_06_22_2023,Pepper_Variety_Trial,Pepper_Variety_Trial\Sampling_06_22_2023\R2C42\R2C42.las,06_22_2023,pv_R2C42_06_22_2023
R2C43,Sampling_06_22_2023,Pepper_Variety_Trial,Pepper_Variety_Trial\Sampling_06_22_2023\R2C43\R2C43.las,06_22_2023,pv_R2C43_06_22_2023
R2C44,Sampling_06_22_2023,Pepper_Variety_Trial,Pepper_Variety_Trial\Sampling_06_22_2023\R2C44\R2C44.las,06_22_2023,pv_R2C44_06_22_2023
R2C45,Sampling_06_22_2023,Pepper_Variety_Trial,Pepper_Variety_Trial\Sampling_06_22_2023\R2C45\R2C45.las,06_22_2023,pv_R2C45_06_22_2023
R2C7,Sampling_06_22_2023,Pepper_Variety_Trial,Pepper_Variety_Trial\Sampling_06_22_2023\R2C7\R2C7.las,06_22_2023,pv_R2C7_06_22_2023
R2C71,Sampling_06_22_2023,Pepper_Variety_Trial,Pepper_Variety_Trial\Sampling_06_22_2023\R2C71\R2C71.las,06_22_2023,pv_R2C71_06_22_2023
R2C72,Sampling_06_22_2023,Pepper_Variety_Trial,Pepper_Variety_Trial\Sampling_06_22_2023\R2C72\R2C72.las,06_22_2023,pv_R2C72_06_22_2023
R2C73,Sampling_06_22_2023,Pepper_Variety_Trial,Pepper_Variety_Trial\Sampling_06_22_2023\R2C73\R2C73.las,06_22_2023,pv_R2C73_06_22_2023
R2C74,Sampling_06_22_2023,Pepper_Variety_Trial,Pepper_Variety_Trial\Sampling_06_22_2023\R2C74\R2C74.las,06_22_2023,pv_R2C74_06_22_2023
R2C75,Sampling_06_22_2023,Pepper_Variety_Trial,Pepper_Variety_Trial\Sampling_06_22_2023\R2C75\R2C75.las,06_22_2023,pv_R2C75_06_22_2023
R3C4,Sampling_06_22_2023,Pepper_Variety_Trial,Pepper_Variety_Trial\Sampling_06_22_2023\R3C4\R3C4.las,06_22_2023,pv_R3C4_06_22_2023
R3C41,Sampling_06_22_2023,Pepper_Variety_Trial,Pepper_Variety_Trial\Sampling_06_22_2023\R3C41\R3C41.las,06_22_2023,pv_R3C41_06_22_2023
R3C42,Sampling_06_22_2023,Pepper_Variety_Trial,Pepper_Variety_Trial\Sampling_06_22_2023\R3C42\R3C42.las,06_22_2023,pv_R3C42_06_22_2023
R3C43,Sampling_06_22_2023,Pepper_Variety_Trial,Pepper_Variety_Trial\Sampling_06_22_2023\R3C43\R3C43.las,06_22_2023,pv_R3C43_06_22_2023
R3C44,Sampling_06_22_2023,Pepper_Variety_Trial,Pepper_Variety_Trial\Sampling_06_22_2023\R3C44\R3C44.las,06_22_2023,pv_R3C44_06_22_2023
R3C45,Sampling_06_22_2023,Pepper_Variety_Trial,Pepper_Variety_Trial\Sampling_06_22_2023\R3C45\R3C45.las,06_22_2023,pv_R3C45_06_22_2023
R3C7,Sampling_06_22_2023,Pepper_Variety_Trial,Pepper_Variety_Trial\Sampling_06_22_2023\R3C7\R3C7.las,06_22_2023,pv_R3C7_06_22_2023
R3C71,Sampling_06_22_2023,Pepper_Variety_Trial,Pepper_Variety_Trial\Sampling_06_22_2023\R3C71\R3C71.las,06_22_2023,pv_R3C71_06_22_2023
R3C72,Sampling_06_22_2023,Pepper_Variety_Trial,Pepper_Variety_Trial\Sampling_06_22_2023\R3C72\R3C72.las,06_22_2023,pv_R3C72_06_22_2023
R3C73,Sampling_06_22_2023,Pepper_Variety_Trial,Pepper_Variety_Trial\Sampling_06_22_2023\R3C73\R3C73.las,06_22_2023,pv_R3C73_06_22_2023
R3C74,Sampling_06_22_2023,Pepper_Variety_Trial,Pepper_Variety_Trial\Sampling_06_22_2023\R3C74\R3C74.las,06_22_2023,pv_R3C74_06_22_2023
R3C75,Sampling_06_22_2023,Pepper_Variety_Trial,Pepper_Variety_Trial\Sampling_06_22_2023\R3C75\R3C75.las,06_22_2023,pv_R3C75_06_22_2023
R4C4,Sampling_06_22_2023,Pepper_Variety_Trial,Pepper_Variety_Trial\Sampling_06_22_2023\R4C4\R4C4.las,06_22_2023,pv_R4C4_06_22_2023
R4C41,Sampling_06_22_2023,Pepper_Variety_Trial,Pepper_Variety_Trial\Sampling_06_22_2023\R4C41\R4C41.las,06_22_2023,pv_R4C41_06_22_2023
R4C42,Sampling_06_22_2023,Pepper_Variety_Trial,Pepper_Variety_Trial\Sampling_06_22_2023\R4C42\R4C42.las,06_22_2023,pv_R4C42_06_22_2023
R4C43,Sampling_06_22_2023,Pepper_Variety_Trial,Pepper_Variety_Trial\Sampling_06_22_2023\R4C43\R4C43.las,06_22_2023,pv_R4C43_06_22_2023
R4C44,Sampling_06_22_2023,Pepper_Variety_Trial,Pepper_Variety_Trial\Sampling_06_22_2023\R4C44\R4C44.las,06_22_2023,pv_R4C44_06_22_2023
R4C45,Sampling_06_22_2023,Pepper_Variety_Trial,Pepper_Variety_Trial\Sampling_06_22_2023\R4C45\R4C45.las,06_22_2023,pv_R4C45_06_22_2023
R4C7,Sampling_06_22_2023,Pepper_Variety_Trial,Pepper_Variety_Trial\Sampling_06_22_2023\R4C7\R4C7.las,06_22_2023,pv_R4C7_06_22_2023
R4C71,Sampling_06_22_2023,Pepper_Variety_Trial,Pepper_Variety_Trial\Sampling_06_22_2023\R4C71\R4C71.las,06_22_2023,pv_R4C71_06_22_2023
R4C72,Sampling_06_22_2023,Pepper_Variety_Trial,Pepper_Variety_Trial\Sampling_06_22_2023\R4C72\R4C72.las,06_22_2023,pv_R4C72_06_22_2023
R4C73,Sampling_06_22_2023,Pepper_Variety_Trial,Pepper_Variety_Trial\Sampling_06_22_2023\R4C73\R4C73.las,06_22_2023,pv_R4C73_06_22_2023
R4C74,Sampling_06_22_2023,Pepper_Variety_Trial,Pepper_Variety_Trial\Sampling_06_22_2023\R4C74\R4C74.las,06_22_2023,pv_R4C74_06_22_2023
R4C75,Sampling_06_22_2023,Pepper_Variety_Trial,Pepper_Variety_Trial\Sampling_06_22_2023\R4C75\R4C75.las,06_22_2023,pv_R4C75_06_22_2023
R1C4,Sampling_07_04_2023,Pepper_Variety_Trial,Pepper_Variety_Trial\Sampling_07_04_2023\R1C4\R1C4.las,07_04_2023,pv_R1C4_07_04_2023
R1C7,Sampling_07_04_2023,Pepper_Variety_Trial,Pepper_Variety_Trial\Sampling_07_04_2023\R1C7\R1C7.las,07_04_2023,pv_R1C7_07_04_2023
R2C4,Sampling_07_04_2023,Pepper_Variety_Trial,Pepper_Variety_Trial\Sampling_07_04_2023\R2C4\R2C4.las,07_04_2023,pv_R2C4_07_04_2023
R2C7,Sampling_07_04_2023,Pepper_Variety_Trial,Pepper_Variety_Trial\Sampling_07_04_2023\R2C7\R2C7.las,07_04_2023,pv_R2C7_07_04_2023
R3C4,Sampling_07_04_2023,Pepper_Variety_Trial,Pepper_Variety_Trial\Sampling_07_04_2023\R3C4\R3C4.las,07_04_2023,pv_R3C4_07_04_2023
R3C7,Sampling_07_04_2023,Pepper_Variety_Trial,Pepper_Variety_Trial\Sampling_07_04_2023\R3C7\R3C7.las,07_04_2023,pv_R3C7_07_04_2023
R4C4,Sampling_07_04_2023,Pepper_Variety_Trial,Pepper_Variety_Trial\Sampling_07_04_2023\R4C4\R4C4.las,07_04_2023,pv_R4C4_07_04_2023
R4C7,Sampling_07_04_2023,Pepper_Variety_Trial,Pepper_Variety_Trial\Sampling_07_04_2023\R4C7\R4C7.las,07_04_2023,pv_R4C7_07_04_2023
R1C4,Sampling_07_21_2023,Pepper_Variety_Trial,Pepper_Variety_Trial\Sampling_07_21_2023\R1C4\R1C4.las,07_21_2023,pv_R1C4_07_21_2023
R1C7,Sampling_07_21_2023,Pepper_Variety_Trial,Pepper_Variety_Trial\Sampling_07_21_2023\R1C7\R1C7.las,07_21_2023,pv_R1C7_07_21_2023
R2C4,Sampling_07_21_2023,Pepper_Variety_Trial,Pepper_Variety_Trial\Sampling_07_21_2023\R2C4\R2C4.las,07_21_2023,pv_R2C4_07_21_2023
R2C7,Sampling_07_21_2023,Pepper_Variety_Trial,Pepper_Variety_Trial\Sampling_07_21_2023\R2C7\R2C7.las,07_21_2023,pv_R2C7_07_21_2023
R3C4,Sampling_07_21_2023,Pepper_Variety_Trial,Pepper_Variety_Trial\Sampling_07_21_2023\R3C4\R3C4.las,07_21_2023,pv_R3C4_07_21_2023
R3C7,Sampling_07_21_2023,Pepper_Variety_Trial,Pepper_Variety_Trial\Sampling_07_21_2023\R3C7\R3C7.las,07_21_2023,pv_R3C7_07_21_2023
R4C4,Sampling_07_21_2023,Pepper_Variety_Trial,Pepper_Variety_Trial\Sampling_07_21_2023\R4C4\R4C4.las,07_21_2023,pv_R4C4_07_21_2023
R4C7,Sampling_07_21_2023,Pepper_Variety_Trial,Pepper_Variety_Trial\Sampling_07_21_2023\R4C7\R4C7.las,07_21_2023,pv_R4C7_07_21_2023
R1C4,Sampling_08_12_2023,Pepper_Variety_Trial,Pepper_Variety_Trial\Sampling_08_12_2023\R1C4\R1C4.las,08_12_2023,pv_R1C4_08_12_2023
R1C7,Sampling_08_12_2023,Pepper_Variety_Trial,Pepper_Variety_Trial\Sampling_08_12_2023\R1C7\R1C7.las,08_12_2023,pv_R1C7_08_12_2023
R2C4,Sampling_08_12_2023,Pepper_Variety_Trial,Pepper_Variety_Trial\Sampling_08_12_2023\R2C4\R2C4.las,08_12_2023,pv_R2C4_08_12_2023
R2C7,Sampling_08_12_2023,Pepper_Variety_Trial,Pepper_Variety_Trial\Sampling_08_12_2023\R2C7\R2C7.las,08_12_2023,pv_R2C7_08_12_2023
R3C4,Sampling_08_12_2023,Pepper_Variety_Trial,Pepper_Variety_Trial\Sampling_08_12_2023\R3C4\R3C4.las,08_12_2023,pv_R3C4_08_12_2023
R3C7,Sampling_08_12_2023,Pepper_Variety_Trial,Pepper_Variety_Trial\Sampling_08_12_2023\R3C7\R3C7.las,08_12_2023,pv_R3C7_08_12_2023
R4C4,Sampling_08_12_2023,Pepper_Variety_Trial,Pepper_Variety_Trial\Sampling_08_12_2023\R4C4\R4C4.las,08_12_2023,pv_R4C4_08_12_2023
R4C7,Sampling_08_12_2023,Pepper_Variety_Trial,Pepper_Variety_Trial\Sampling_08_12_2023\R4C7\R4C7.las,08_12_2023,pv_R4C7_08_12_2023
R1C4,Sampling_08_26_2023,Pepper_Variety_Trial,Pepper_Variety_Trial\Sampling_08_26_2023\R1C4\R1C4.las,08_26_2023,pv_R1C4_08_26_2023
R1C7,Sampling_08_26_2023,Pepper_Variety_Trial,Pepper_Variety_Trial\Sampling_08_26_2023\R1C7\R1C7.las,08_26_2023,pv_R1C7_08_26_2023
R2C4,Sampling_08_26_2023,Pepper_Variety_Trial,Pepper_Variety_Trial\Sampling_08_26_2023\R2C4\R2C4.las,08_26_2023,pv_R2C4_08_26_2023
R2C7,Sampling_08_26_2023,Pepper_Variety_Trial,Pepper_Variety_Trial\Sampling_08_26_2023\R2C7\R2C7.las,08_26_2023,pv_R2C7_08_26_2023
R3C4,Sampling_08_26_2023,Pepper_Variety_Trial,Pepper_Variety_Trial\Sampling_08_26_2023\R3C4\R3C4.las,08_26_2023,pv_R3C4_08_26_2023
R3C7,Sampling_08_26_2023,Pepper_Variety_Trial,Pepper_Variety_Trial\Sampling_08_26_2023\R3C7\R3C7.las,08_26_2023,pv_R3C7_08_26_2023
R4C4,Sampling_08_26_2023,Pepper_Variety_Trial,Pepper_Variety_Trial\Sampling_08_26_2023\R4C4\R4C4.las,08_26_2023,pv_R4C4_08_26_2023
R4C7,Sampling_08_26_2023,Pepper_Variety_Trial,Pepper_Variety_Trial\Sampling_08_26_2023\R4C7\R4C7.las,08_26_2023,pv_R4C7_08_26_2023
R1C4,Sampling_09_08_2023,Pepper_Variety_Trial,Pepper_Variety_Trial\Sampling_09_08_2023\R1C4\R1C4.las,09_08_2023,pv_R1C4_09_08_2023
R1C7,Sampling_09_08_2023,Pepper_Variety_Trial,Pepper_Variety_Trial\Sampling_09_08_2023\R1C7\R1C7.las,09_08_2023,pv_R1C7_09_08_2023
R2C4,Sampling_09_08_2023,Pepper_Variety_Trial,Pepper_Variety_Trial\Sampling_09_08_2023\R2C4\R2C4.las,09_08_2023,pv_R2C4_09_08_2023
R2C7,Sampling_09_08_2023,Pepper_Variety_Trial,Pepper_Variety_Trial\Sampling_09_08_2023\R2C7\R2C7.las,09_08_2023,pv_R2C7_09_08_2023
R3C4,Sampling_09_08_2023,Pepper_Variety_Trial,Pepper_Variety_Trial\Sampling_09_08_2023\R3C4\R3C4.las,09_08_2023,pv_R3C4_09_08_2023
R3C7,Sampling_09_08_2023,Pepper_Variety_Trial,Pepper_Variety_Trial\Sampling_09_08_2023\R3C7\R3C7.las,09_08_2023,pv_R3C7_09_08_2023
R4C4,Sampling_09_08_2023,Pepper_Variety_Trial,Pepper_Variety_Trial\Sampling_09_08_2023\R4C4\R4C4.las,09_08_2023,pv_R4C4_09_08_2023
R4C7,Sampling_09_08_2023,Pepper_Variety_Trial,Pepper_Variety_Trial\Sampling_09_08_2023\R4C7\R4C7.las,09_08_2023,pv_R4C7_09_08_2023
